Source;Target;Year
LIMA Rodrigo Ramos;DARMON Pierre;2016
MELO Kelyel Fortes de Resende;DARMON Pierre;2020
NASCIMENTO Renan de Souza;DARMON Pierre;2022
AMORIM Graziele Regina de;DARMON Pierre ;2009
GOMES JR João;DARMON Pierre ;2019
SANTOS Helio Secretario dos;DARMON Pierre ;2013
CARDOZO Leidy Carolina Diaz;DARNTON Robert;2018
JATOBA Icaro;DARNTON Robert;2021
PIACSEK Eduardo Guilherme;DARNTON Robert;2014
CARDOSO Guilherme da Silva;DARNTON Robert ;2022
CARDOZO Leidy Carolina Diaz;DARNTON Robert ;2018
DENIPOTI Cláudio ;DARNTON Robert ;1994
GOMES Elisa Mariana de Medeiros Nobrega;DARNTON Robert ;2007
MAIOR JR Paulo Roberto Souto;DARNTON Robert ;2019
MARTINELLI Leonardo da Silva;DARNTON Robert ;2019
PIACSEK Eduardo Guilherme;DARNTON Robert ;2014
SILVA Adjefferson Vieira Alves da;DARNTON Robert ;2014
NOGUEIRA Nadia Cristina;DAUPHIN Cécile ;2005
SOARES Bruno Cesar Brulon;DAUPHIN Cécile ;2019
DEPIERI Caroline Stefany;DAVI Edmar Henrique D ;2013
SOUZA Mariana Barbosa;DAVI Edmar Henrique D ;2022
VASCONCELOS Osvaldo;DAVI Edmar Henrique D ;2022
PINTO Renato;DAVID D S ;2011
ROCHA Cassio Bruno de Araujo;DAVID D S ;2014
ROCHA Cassio Bruno de Araujo;DAVID D S ;2021
CORDEIRO Luiz Henrique Bonifacio;DAVIDSON James;2015
KIBUUKA Brian Gordon Lutalo;DAVIDSON James;2021
SOUSA Luana Neres de;DAVIDSON James;2013
MARTINS Carla Cristina Siqueira;DAVIS Angela;2020
PEREIRA Joao Lenon Siqueira;DAVIS Angela;2020
TEDESCO Caio de Souza;DAVIS Angela;2022
VIEIRA Adriana Fraga;DAVIS Angela;2020
DONINI Barbara Brognoli;DAVIS Angela ;2021
NICOLAU Marcio Almeida;DAVIS Angela ;2019
PAIVA Ludmila Soares;DAVIS Angela ;2022
SILVA Jaine Chianca da;DAVIS Angela ;2021
KUMPERA Julia Aleksandra Martucci;DAVIS Madeline ;2021
NOGUEIRA Nadia Cristina;DAVIS Madeline ;2005
AMORIM Graziele Regina de;DAVIS Natalie Zemon ;2009
AZEVEDO Ciro Linhares de;DAVIS Natalie Zemon ;2015
BANDEIRA Marcio Leopoldo Gomes;DAVIS Natalie Zemon ;2006
DAVI Edmar Henrique D ;DAVIS Natalie Zemon ;2004
GODOY Fabricio Sparvoli;DAVIS Natalie Zemon ;2022
GUIMARAES Celeste Azenha;DAVIS Natalie Zemon ;1994
KIBUUKA Brian Gordon Lutalo;DAVIS Natalie Zemon ;2021
LEITE Letticia Batista Rodrigues;DAVIS Natalie Zemon ;2009
NOGUEIRA Nadia Cristina;DAVIS Natalie Zemon ;2005
SANTOS Helio Secretario dos;DAVIS Natalie Zemon ;2013
SILVA Claudielle Pavão da;DAVIS Natalie Zemon ;2016
SOARES Bruno Cesar Brulon;DAVIS Natalie Zemon ;2019
SOUSA NETO Miguel Rodrigues de;DAVIS Natalie Zemon ;2011
LIRA Jefferson Maciel;DE LUCA Tânia Regina;2022
MARIUSSO Victor Hugo da Silva Gomes;DE LUCA Tânia Regina;2015
NICOLAU Marcio Almeida;DE LUCA Tânia Regina;2019
VIEIRA Kyara Maria de Almeida;DE LUCA Tânia Regina;2014
AZEVEDO Ciro Linhares de;DEBERT Guita Grin ;2015
SILVA Fabio Ronaldo da;DEBERT Guita Grin ;2017
BANDEIRA Marcio Leopoldo Gomes;DEBORD Guy;2006
MARTINS Carla Cristina Siqueira;DEBORD Guy;2020
MELO Kelyel Fortes de Resende;DEBORD Guy;2020
MALINSKI Andre Americano;DÉBRAY Regis;2019
SOUSA NETO Miguel Rodrigues de;DÉBRAY Regis;2005
HENRIQUES Adolfo Veiller Souza;DEFERT Daniel ;2021
PEREIRA Romulo Medeiros;DEFERT Daniel ;2013
ROCHA Cassio Bruno de Araujo;DEFERT Daniel ;2021
SILVA Natanael de Freitas;DEFERT Daniel ;2017
VIANNA Eliza da Silva;DEFERT Daniel ;2014
AGUIAR JR Fernando Domingos de;DEL PRIORE Mary;2016
ANDRADE Marciano Vieira;DEL PRIORE Mary;2015
ARAÚJO João Diogo Trindade Cordeiro ;DEL PRIORE Mary;2018
ARAUJO Patrícia Simone;DEL PRIORE Mary;2013
ARAUJO Patrícia Simone;DEL PRIORE Mary;2020
AZEVEDO Gleice LInhares de;DEL PRIORE Mary;2022
AZEVEDO Rafaela Costa de;DEL PRIORE Mary;2020
BARBOSA Camila Nadedja Teixeira;DEL PRIORE Mary;2019
BARRETO Juliano Bezerra de Menezes;DEL PRIORE Mary;2020
BRANDÃO Renata Rodrigues ;DEL PRIORE Mary;2015
CANABARRO Ronald;DEL PRIORE Mary;2015
CARDOSO Policleiton Rodrigues;DEL PRIORE Mary;2022
CARDOZO Leidy Carolina Diaz;DEL PRIORE Mary;2018
CARVALHO Marilia Miranda Alves;DEL PRIORE Mary;2020
CASTRO Alana Albuquerque de;DEL PRIORE Mary;2022
DUARTE Daniel Vital Silva;DEL PRIORE Mary;2015
FERREIRA Matheus Yago Gomes;DEL PRIORE Mary;2019
FLAUAUS Vinicius Melo;DEL PRIORE Mary;2018
FRANCA Nayla Flavianne Borges Carvalho;DEL PRIORE Mary;2022
FREITAS Talitta Tatiane Martins;DEL PRIORE Mary;2016
GOMES Elisa Mariana de Medeiros Nobrega;DEL PRIORE Mary;2007
GOMES JR João;DEL PRIORE Mary;2019
GOMES Veronica de Jesus;DEL PRIORE Mary;2010
GOMES Veronica de Jesus;DEL PRIORE Mary;2019
GOUVEIA Vanessa Alves;DEL PRIORE Mary;2022
JESUS Cassiano Celestino;DEL PRIORE Mary;2020
KUMPERA Julia Aleksandra Martucci;DEL PRIORE Mary;2021
LIMA Michele Pires;DEL PRIORE Mary;2021
LIMA Wallas Jefferson de;DEL PRIORE Mary;2014
LIMA Wallas Jefferson de;DEL PRIORE Mary;2021
MAIA Renata Santos;DEL PRIORE Mary;2020
MAIOR JR Paulo Roberto Souto;DEL PRIORE Mary;2015
MAIOR JR Paulo Roberto Souto;DEL PRIORE Mary;2019
MARIUSSO Victor Hugo da Silva Gomes;DEL PRIORE Mary;2015
MELO Kelyel Fortes de Resende;DEL PRIORE Mary;2020
MERCES Filipe Santos das;DEL PRIORE Mary;2018
NAPOLITANO Minisa Nogueira;DEL PRIORE Mary;2005
NASCIMENTO Cicera Maria castro do;DEL PRIORE Mary;2021
NOBREGA Isabela Silva;DEL PRIORE Mary;2015
NOGUEIRA Nadia Cristina;DEL PRIORE Mary;2005
NUNES Anderson Cruz;DEL PRIORE Mary;2017
PINTO Matheus Rodrigues;DEL PRIORE Mary;2015
REIS Gabbiana Clamer Fonseca Falavigna dos;DEL PRIORE Mary;2022
ROCHA Cassio Bruno de Araujo;DEL PRIORE Mary;2014
ROCHA Cassio Bruno de Araujo;DEL PRIORE Mary;2021
SANTOS Fernanda Cassia dos;DEL PRIORE Mary;2012
SANTOS Helio Secretario dos;DEL PRIORE Mary;2013
SANTOS Raian Souza;DEL PRIORE Mary;2020
SILVA Claudielle Pavão da;DEL PRIORE Mary;2016
SILVA Fabio Ronaldo da;DEL PRIORE Mary;2017
SILVA Lauri Miranda;DEL PRIORE Mary;2015
SILVA Natanael de Freitas;DEL PRIORE Mary;2017
SILVA Natanael de Freitas;DEL PRIORE Mary;2022
SOARES Bruno Cesar Brulon;DEL PRIORE Mary;2019
SOUSA NETO Miguel Rodrigues de;DEL PRIORE Mary;2011
SOUZA Italo Cristiano Silva e;DEL PRIORE Mary;2014
TOLEDO Eliza Teixeira de;DEL PRIORE Mary;2015
VIANA JR Mario Martins;DEL PRIORE Mary;2013
VIEIRA Kyara Maria de Almeida;DEL PRIORE Mary;2014
JESUS Iara da Silva;DEL PRIORE Mary;2019
AFONSO Ana Paula Jardim Martins;DELEUZE Gilles;2016
ARAÚJO JR José Carlos;DELEUZE Gilles;2006
AZEVEDO Ciro Linhares de;DELEUZE Gilles;2015
AZEVEDO Gleice LInhares de;DELEUZE Gilles;2022
BANDEIRA Marcio Leopoldo Gomes;DELEUZE Gilles;2006
BARRETO Juliano Bezerra de Menezes;DELEUZE Gilles;2020
BRANDÃO Renata Rodrigues ;DELEUZE Gilles;2015
CARDOSO Guilherme da Silva;DELEUZE Gilles;2022
CARNEIRO Aílton José dos Santos;DELEUZE Gilles;2017
COSTA Gerferson Damasceno;DELEUZE Gilles;2018
CUEVAS Clara Eliana;DELEUZE Gilles;2015
GOMES Elisa Mariana de Medeiros Nobrega;DELEUZE Gilles;2007
GUIMARAES Celeste Azenha;DELEUZE Gilles;1994
HIRATA Gabriel Tadashi;DELEUZE Gilles;2017
LEITE Isadora Damasceno Ribeiro;DELEUZE Gilles;2017
LEITE Letticia Batista Rodrigues;DELEUZE Gilles;2009
LORENZONI Andre Luis;DELEUZE Gilles;2014
MACAO Izabel Rizzi;DELEUZE Gilles;2022
MACHADO José Wellington de Oliveira Machado;DELEUZE Gilles;2021
MAIA Renata Santos;DELEUZE Gilles;2020
MAIOR JR Paulo Roberto Souto;DELEUZE Gilles;2019
MAIOR JR Paulo Roberto Souto;DELEUZE Gilles;2015
MELO Kelyel Fortes de Resende;DELEUZE Gilles;2020
NICOLAU Marcio Almeida;DELEUZE Gilles;2019
NOGUEIRA Joanna Ribeiro;DELEUZE Gilles;2016
NOGUEIRA Nadia Cristina;DELEUZE Gilles;2005
NUNES Kauan Amora;DELEUZE Gilles;2019
PEREIRA Romulo Medeiros;DELEUZE Gilles;2013
QUEIROZ Igor Henrique Lopes de;DELEUZE Gilles;2014
ROCHA Cassio Bruno de Araujo;DELEUZE Gilles;2021
SALDANHA Rafael Araujo;DELEUZE Gilles;2010
SANTOS Patricia Lessa dos;DELEUZE Gilles;2007
SANTOS Rafael Franca Goncalves dos;DELEUZE Gilles;2018
SILVA Fabio Ronaldo da;DELEUZE Gilles;2010
SILVA Fabio Ronaldo da;DELEUZE Gilles;2017
SILVA Gustavo Henrique Ramos;DELEUZE Gilles;2018
SILVA Natanael de Freitas;DELEUZE Gilles;2022
SILVA Rafaella de Sousa;DELEUZE Gilles;2014
VERAS Elias Ferreira;DELEUZE Gilles;2015
VIEIRA Adriana Fraga;DELEUZE Gilles;2020
VIEIRA Kyara Maria de Almeida;DELEUZE Gilles;2014
MEDEIROS Tiago Vidal;DELGADO Andréa Ferreira ;2020
NOGUEIRA Nadia Cristina;DELGADO Andréa Ferreira ;2005
PINTO Renato;DELGADO Andréa Ferreira ;2011
ANDRADE Marciano Vieira;DELGADO Lucília de Almeida Neves;2015
ARAÚJO João Diogo Trindade Cordeiro ;DELGADO Lucília de Almeida Neves;2018
CARNEIRO Aílton José dos Santos;DELGADO Lucília de Almeida Neves;2017
CARVALHO Marilia Miranda Alves;DELGADO Lucília de Almeida Neves;2020
CASTRO Alana Albuquerque de;DELGADO Lucília de Almeida Neves;2022
DUARTE Daniel Vital Silva;DELGADO Lucília de Almeida Neves;2015
GOMES JR João;DELGADO Lucília de Almeida Neves;2019
GONCALVES Alisson;DELGADO Lucília de Almeida Neves;2022
JATOBA Icaro;DELGADO Lucília de Almeida Neves;2021
LIRA Jefferson Maciel;DELGADO Lucília de Almeida Neves;2022
MAIOR JR Paulo Roberto Souto;DELGADO Lucília de Almeida Neves;2019
MEDEIROS Lucas;DELGADO Lucília de Almeida Neves;2022
NOBREGA Isabela Silva;DELGADO Lucília de Almeida Neves;2015
PAIVA Ludmila Soares;DELGADO Lucília de Almeida Neves;2022
RAMOS Lissandra Queiroga;DELGADO Lucília de Almeida Neves;2016
ROSSELLI Gabriela Brum;DELGADO Lucília de Almeida Neves;2018
SANTOS Fernanda Cassia dos;DELGADO Lucília de Almeida Neves;2012
SANTOS Raian Souza;DELGADO Lucília de Almeida Neves;2020
SILVA Aline Nawara Cintra;DELGADO Lucília de Almeida Neves;2022
SILVA Claudielle Pavão da;DELGADO Lucília de Almeida Neves;2016
SILVA Josean Ricardo de Souza e;DELGADO Lucília de Almeida Neves;2018
SILVA Natanael de Freitas;DELGADO Lucília de Almeida Neves;2017
SILVA Natanael de Freitas;DELGADO Lucília de Almeida Neves;2022
FERRAZ Maria Cruz;DELLAMORE C ;2021
KUMPERA Julia Aleksandra Martucci;DELLAMORE C ;2021
LIMA Michele Pires;DELLAMORE Carolina;2021
SANTOS Raian Souza;DELLAMORE Carolina;2020
AMARAL Darwin Santiago;DELUMEAU Jean;2003
AMORIM Graziele Regina de;DELUMEAU Jean;2009
DAVI Edmar Henrique D ;DELUMEAU Jean;2004
GOMES Veronica de Jesus;DELUMEAU Jean;2010
GOMES Veronica de Jesus;DELUMEAU Jean;2019
LIMA Wallas Jefferson de;DELUMEAU Jean;2014
MERCES Filipe Santos das;DELUMEAU Jean;2018
PETERS Carlos Eduardo Marotta;DELUMEAU Jean;2010
PINTO Matheus Rodrigues;DELUMEAU Jean;2015
ROCHA Cassio Bruno de Araujo;DELUMEAU Jean;2014
ROCHA Cassio Bruno de Araujo;DELUMEAU Jean;2021
SILVEIRA NETO Adilio Luiz da;DELUMEAU Jean;2014
SOLEDADE Alisson Cruz;DELUMEAU Jean;2022
SOUSA NETO Miguel Rodrigues de;DELUMEAU Jean;2005
BRANDÃO Renata Rodrigues ;DEMILIO John ;2015
PEREIRA Ronielyssom Cezar Souza;DEMILIO John ;2017
PINTO Rhanielly Pereira do Nascimento;DEMILIO John ;2021
ROCHA Cassio Bruno de Araujo;DEMILIO John ;2021
SILVA Claudio Roberto da;DEMILIO John ;1998
TROVAO Flavio Vilas-Boas;DEMILIO John ;2010
KIBUUKA Brian Gordon Lutalo;DEMONT Paul;2021
REIS Rachel Correia Lima;DEMONT Paul;2002
DENIPOTI Cláudio ;DENIPOTI Cláudio ;1994
MELO Kelyel Fortes de Resende;DENIPOTI Cláudio ;2020
NOBREGA Isabela Silva;DENIPOTI Cláudio ;2015
SANTOS Fernanda Cassia dos;DENIPOTI Cláudio ;2012
SOUZA Mariana Barbosa;DENIPOTI Cláudio ;2022
AZEVEDO Ciro Linhares de;DENIZART Hugo ;2015
NICOLAU Marcio Almeida;DENIZART Hugo ;2019
VASCONCELOS Osvaldo;DENIZART Hugo ;2022
ARAÚJO JR José Carlos;DERRIDA Jacques;2006
BARRETO Juliano Bezerra de Menezes;DERRIDA Jacques;2020
CARNEIRO Aílton José dos Santos;DERRIDA Jacques;2017
LEITE Isadora Damasceno Ribeiro;DERRIDA Jacques;2017
LEITE Letticia Batista Rodrigues;DERRIDA Jacques;2009
MACHADO José Wellington de Oliveira Machado;DERRIDA Jacques;2021
MARTINS Carla Cristina Siqueira;DERRIDA Jacques;2020
NICOLAU Marcio Almeida;DERRIDA Jacques;2019
NOGUEIRA Joanna Ribeiro;DERRIDA Jacques;2016
QUEIROZ Igor Henrique Lopes de;DERRIDA Jacques;2014
ROCHA Cassio Bruno de Araujo;DERRIDA Jacques;2021
SALDANHA Rafael Araujo;DERRIDA Jacques;2010
SILVA Camila Diane;DERRIDA Jacques;2015
SILVA Gustavo Henrique Ramos;DERRIDA Jacques;2018
SOARES Bruno Cesar Brulon;DERRIDA Jacques;2019
SANTOS Patricia Lessa dos;DESCARRIES Francine;2007
SELEM Maria Celia Orlato;DESCARRIES Francine;2007
AGUIAR Juno Nedel Mendes de;DESCARTES René;2020
OLIVEIRA JR Alcidesio de;DESCARTES René;2012
COSTA NETO Olavio Bento;DESPENTES Virginie ;2020
RAMOS Jeferson;DESPENTES Virginie ;2019
SILVA Natanael de Freitas;DESPENTES Virginie ;2022
VIEIRA Adriana Fraga;DESPENTES Virginie ;2020
GUIMARAES Celeste Azenha;DETIENNE Marcel ;1994
LEITE Letticia Batista Rodrigues;DETIENNE Marcel ;2009
ROMERO Sheila R;DETIENNE Marcel ;2008
SOUSA Luana Neres de;DETIENNE Marcel ;2008
SOUSA Luana Neres de;DETIENNE Marcel ;2013
GUIMARAES Celeste Azenha;DEVERAUX George ;1994
LEITE Letticia Batista Rodrigues;DEVERAUX George ;2009
AGUIAR JR Fernando Domingos de;DIAS Cláudio José Piotrovski ;2016
PEREIRA Romulo Medeiros;DIAS Cláudio José Piotrovski ;2013
VIANNA Eliza da Silva;DIAS Cláudio José Piotrovski ;2014
GOMES Veronica de Jesus;DIAS João José Alves ;2019
LIMA Wallas Jefferson de;DIAS João José Alves ;2014
LIMA Wallas Jefferson de;DIAS João José Alves ;2021
ANDRADE Marciano Vieira;DIAS Lucy ;2015
BELMONTE Pilar Rodriguez;DIAS Lucy ;2009
GOMES Elisa Mariana de Medeiros Nobrega;DIAS Lucy ;2007
LEAL Camilla;DIAS Lucy ;2018
RODRIGUES Rita de Cassia Colaco;DIAS Lucy ;2012
AMARAL Darwin Santiago;DIAS Maria Berenice ;2003
BRANDAO Fagner Alves Moreira;DIAS Maria Berenice ;2021
CARNEIRO Aílton José dos Santos;DIAS Maria Berenice ;2017
RODRIGUES Rita de Cassia Colaco;DIAS Maria Berenice ;2012
SILVA Clodoaldo Oliveira;DIAS Maria Berenice ;2021
RAMOS Jeferson;DIAS Maria Odila Leite;2019
SALDANHA Rafael Araujo;DIAS Maria Odila Leite;2010
PINTO Renato;DÍAZ-ANDREU Margarita ;2011
SILVA Filipe Noe da;DÍAZ-ANDREU Margarita ;2016
FERRAZ Maria Cruz;DÍAZ-BENÍTEZ María Elvira ;2021
NICOLAU Marcio Almeida;DÍAZ-BENÍTEZ María Elvira ;2019
SILVA Claudielle Pavão da;DÍAZ-BENÍTEZ María Elvira ;2016
SILVA Fabio Ronaldo da;DÍAZ-BENÍTEZ María Elvira ;2010
SILVA Laercio Theodoro da;DÍAZ-BENÍTEZ María Elvira ;2012
SILVA Sandro Jose da;DÍAZ-BENÍTEZ María Elvira ;2011
VERAS Elias Ferreira;DÍAZ-BENÍTEZ María Elvira ;2015
AZEVEDO Gleice LInhares de;DIDI-HUBERMAN Georges ;2022
SILVA Natanael de Freitas;DIDI-HUBERMAN Georges ;2022
SOUZA Paulo Vitor Guedes de;DIDI-HUBERMAN Georges ;2022
NOBREGA Isabela Silva;DIEHL Astor Antônio ;2015
SILVA Ronaldo Manoel da;DIEHL Astor Antônio ;2018
SILVA Sandro Jose da;DIEHL Astor Antônio ;2011
BORTOLON Flavia ;DINES Alberto ;2020
GONCALVES Mateus Henrique Siqueira;DINES Alberto ;2022
LIMA Wallas Jefferson de;DINES Alberto ;2014
SILVA Ronaldo Manoel da;DINES Alberto ;2018
ARAÚJO João Diogo Trindade Cordeiro ;DINIS Nilson Fernandes ;2018
AZEVEDO Ciro Linhares de;DINIS Nilson Fernandes ;2015
BACH Luanna Fernanda da Cruz;DINIS Nilson Fernandes ;2020
CARVALHO Mozart Matheus de Andrade;DINIS Nilson Fernandes ;2022
NOGUEIRA Joanna Ribeiro;DINIS Nilson Fernandes ;2016
BACH Luanna Fernanda da Cruz;DINIZ Débora ;2020
MEDEIROS Talita Goncalves;DINIZ Débora ;2015
OLIVEIRA Rosana Medeiros de;DINIZ Débora ;2011
PAZ Thaís Terezinha;DINIZ Débora ;2021
PEREIRA Joao Lenon Siqueira;DINIZ Débora ;2020
PEREIRA Veronica Figueiredo;DINIZ Débora ;2022
QUEIROZ Marcos Tadeu Pereira de;DINIZ Débora ;2019
SILVA Tiago Vidal da;DINIZ Débora ;2022
SILVA Natanael de Freitas;DINIZ Sheyla Castro ;2017
SILVA Natanael de Freitas;DINIZ Sheyla Castro ;2022
RODRIGUES Rita de Cassia Colaco;DOIMO Ana Maria;2012
SELEM Maria Celia Orlato;DOIMO Ana Maria;2007
ZAQUIEU Ana Paula Vianna;DOIMO Ana Maria;2002
GONÇALVES Maria Angela Gomes;DOMINGUES Heloisa Maria Bertol ;2021
OLIVEIRA JR Alcidesio de;DOMINGUES Heloisa Maria Bertol ;2012
ANDRADE Marciano Vieira;DOMINGUES Petrônio ;2015
COSTA Gerferson Damasceno;DOMINGUES Petrônio ;2018
DONINI Barbara Brognoli;DOMINGUES Petrônio ;2021
PAZ Thaís Terezinha;DOMINGUES Petrônio ;2021
PEREIRA Joao Lenon Siqueira;DOMINGUES Petrônio ;2020
PINTO Rhanielly Pereira do Nascimento;DOMINGUES Petrônio ;2021
ARAUJO Patrícia Simone;DONZELOT Jacques;2020
GOMES JR João;DONZELOT Jacques;2019
MAIOR JR Paulo Roberto Souto;DONZELOT Jacques;2015
NAPOLITANO Minisa Nogueira;DONZELOT Jacques;2005
NOGUEIRA Nadia Cristina;DONZELOT Jacques;2005
SOARES Bruno Cesar Brulon;DONZELOT Jacques;2019
SOUSA NETO Miguel Rodrigues de;DONZELOT Jacques;2011
FERREIRA Matheus Yago Gomes;DORNELLES Jonatas;2019
SILVA Adjefferson Vieira Alves da;DORNELLES Jonatas;2014
DAVI Edmar Henrique D ;DOS ANJOS Gabriele ;2004
MARIUSSO Victor Hugo da Silva Gomes;DOS ANJOS Gabriele ;2015
ARAUJO Patrícia Simone;DOSSE François ;2020
BARRETO Juliano Bezerra de Menezes;DOSSE François ;2020
GONCALVES Mateus Henrique Siqueira;DOSSE François ;2022
HIRATA Gabriel Tadashi;DOSSE François ;2017
LEITE Letticia Batista Rodrigues;DOSSE François ;2009
LIMA Wallas Jefferson de;DOSSE François ;2014
MAIOR JR Paulo Roberto Souto;DOSSE François ;2015
MAIOR JR Paulo Roberto Souto;DOSSE François ;2019
NASCIMENTO Cicera Maria castro do;DOSSE François ;2021
NUNES Kauan Amora;DOSSE François ;2019
RIBEIRO JR Benedito Inacio;DOSSE François ;2016
SALDANHA Rafael Araujo;DOSSE François ;2010
VERAS Elias Ferreira;DOSSE François ;2015
CARDOSO Guilherme da Silva;DOUBROVSKY Serge;2022
VIANNA Eliza da Silva;DOUBROVSKY Serge;2014
AMORIM Graziele Regina de;DOUGLAS Mary;2015
CARDOSO Policleiton Rodrigues;DOUGLAS Mary;2022
GUIMARAES Celeste Azenha;DOUGLAS Mary;1994
LIMA Wallas Jefferson de;DOUGLAS Mary;2014
MARTINS Carla Cristina Siqueira;DOUGLAS Mary;2020
MELO Kelyel Fortes de Resende;DOUGLAS Mary;2020
NOGUEIRA Joanna Ribeiro;DOUGLAS Mary;2016
RODRIGUES Rita de Cassia Colaco;DOUGLAS Mary;2012
SOUSA NETO Miguel Rodrigues de;DOUGLAS Mary;2011
TOMAZELLI Roni;DOUGLAS Mary;2022
VIANNA Eliza da Silva;DOUGLAS Mary;2014
ANDRADE Marciano Vieira;DOURADO Luiz Ângelo ;2015
DEPIERI Caroline Stefany;DOURADO Luiz Ângelo ;2013
MAIOR JR Paulo Roberto Souto;DOURADO Luiz Ângelo ;2015
MAIOR JR Paulo Roberto Souto;DOURADO Luiz Ângelo ;2019
NOGUEIRA Nadia Cristina;DOURADO Luiz Ângelo ;2005
CORDEIRO Luiz Henrique Bonifacio;DOVER Kenneth J ;2015
DAVI Edmar Henrique D ;DOVER Kenneth J ;2004
GODOY Fabricio Sparvoli;DOVER Kenneth J ;2022
KIBUUKA Brian Gordon Lutalo;DOVER Kenneth J ;2021
LEITE Letticia Batista Rodrigues;DOVER Kenneth J ;2009
LIMA Wallas Jefferson de;DOVER Kenneth J ;2014
LOPES Fernando Jose;DOVER Kenneth J ;2019
PINTO Matheus Rodrigues;DOVER Kenneth J ;2015
REIS Rachel Correia Lima;DOVER Kenneth J ;2002
ROCHA Cassio Bruno de Araujo;DOVER Kenneth J ;2014
ROCHA Cassio Bruno de Araujo;DOVER Kenneth J ;2021
ROMERO Sheila R;DOVER Kenneth J ;2008
SANTOS Daniel Barbosa dos;DOVER Kenneth J ;2003
SANTOS Daniel Barbosa dos;DOVER Kenneth J ;2009
SANTOS Helio Secretario dos;DOVER Kenneth J ;2013
SILVA Claudio Roberto da;DOVER Kenneth J ;1998
SOUSA Luana Neres de;DOVER Kenneth J ;2013
SOUSA Luana Neres de;DOVER Kenneth J ;2008
MAIOR JR Paulo Roberto Souto;DOYLE Iracy ;2015
MEDEIROS Talita Goncalves;DOYLE Iracy ;2015
NOGUEIRA Nadia Cristina;DOYLE Iracy ;2005
FERREIRA Tiago da Silva;DREIFUSS René Armand ;2013
LIRA Jefferson Maciel;DREIFUSS René Armand ;2022
RAMOS Jeferson;DREIFUSS René Armand ;2019
SOUSA NETO Miguel Rodrigues de;DREIFUSS René Armand ;2005
BANDEIRA Marcio Leopoldo Gomes;DREYFUS Hubert;2006
FERREIRA Tiago da Silva;DREYFUS Hubert;2018
GONCALVES Mateus Henrique Siqueira;DREYFUS Hubert;2022
LEITE Letticia Batista Rodrigues;DREYFUS Hubert;2009
MACHADO JR Sergio da Silva;DREYFUS Hubert;2016
MARIUSSO Victor Hugo da Silva Gomes;DREYFUS Hubert;2015
NICOLAU Marcio Almeida;DREYFUS Hubert;2019
NOGUEIRA Joanna Ribeiro;DREYFUS Hubert;2016
NOGUEIRA Nadia Cristina;DREYFUS Hubert;2005
PAIVA Ludmila Soares;DREYFUS Hubert;2022
PEREIRA Romulo Medeiros;DREYFUS Hubert;2013
SILVA Camila Diane;DREYFUS Hubert;2015
SILVA Fabio Ronaldo da;DREYFUS Hubert;2017
CARNEIRO Hugo;DRUMMOND Lucas ;2021
SILVA Jefferson Luiz Balbino Lourenço da;DRUMMOND Lucas ;2019
DONINI Barbara Brognoli;DUARTE Ana Rita Fonteles ;2021
FRANCA Nayla Flavianne Borges Carvalho;DUARTE Ana Rita Fonteles ;2022
RAMOS Jeferson;DUARTE Ana Rita Fonteles ;2019
SANTOS Raian Souza;DUARTE Ana Rita Fonteles ;2020
SILVA Aline Nawara Cintra;DUARTE Ana Rita Fonteles ;2022
SOBRAL Thasio Fernandes;DUARTE Ana Rita Fonteles ;2019
VERAS Elias Ferreira;DUARTE Ana Rita Fonteles ;2015
CARDOZO Leidy Carolina Diaz;DUARTE Camila ;2018
SILVA Aline Nawara Cintra;DUARTE Camila ;2022
LIMA Rodrigo Ramos;DUARTE Luiz Fernando Dias ;2016
PIACSEK Eduardo Guilherme;DUARTE Luiz Fernando Dias ;2014
GODOY Fabricio Sparvoli;DUBERMAN Martin ;2022
KUMPERA Julia Aleksandra Martucci;DUBERMAN Martin ;2021
SILVA Claudio Roberto da;DUBERMAN Martin ;1998
KIBUUKA Brian Gordon Lutalo;DUBOIS Page ;2021
SOUSA Luana Neres de;DUBOIS Page ;2013
GOMES Aline Ferreira;DUBOIS Philippe ;2017
MEDEIROS Tiago Vidal;DUBOIS Philippe ;2020
ANDRADE Marciano Vieira;DUBY Georges;2015
BACH Luanna Fernanda da Cruz;DUBY Georges;2020
BANDEIRA Marcio Leopoldo Gomes;DUBY Georges;2006
DENIPOTI Cláudio ;DUBY Georges;1994
GODOY Fabricio Sparvoli;DUBY Georges;2022
GOMES Elisa Mariana de Medeiros Nobrega;DUBY Georges;2007
GOMES Veronica de Jesus;DUBY Georges;2010
GOMES Veronica de Jesus;DUBY Georges;2019
GUIMARAES Celeste Azenha;DUBY Georges;1994
LEITE Letticia Batista Rodrigues;DUBY Georges;2009
LIMA Wallas Jefferson de;DUBY Georges;2014
LIMA Wallas Jefferson de;DUBY Georges;2021
